"File name","ConType_1","ConType_2","ConType_3","ConType_4","ConType_5","Notes"
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8618.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8619.JPG","opus latericium / opus testaceum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8620.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8621.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8622.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8625.JPG","opus vittatum mixtum","opus incertum",,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8626.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8627.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8628.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8630.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8631.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8632.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8633.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8635.JPG","opus vittatum mixtum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8636.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8637.JPG","opus vittatum mixtum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8639.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8640.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8641.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8642.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20202 May 2016 DSCN8643.JPG","opus incertum","opus vittatum","opus quadratum",,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7527.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7529.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7530.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7531.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7532.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7533.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7534.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20204 May 2016 DSCN7535.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130271.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130273.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130274.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130275.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130276.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130277.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130278.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130279.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130280.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130281.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130282.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130283.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130284.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130285.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130286.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130287.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130288.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130289.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130290.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130291.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130292.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130293.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130294.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130295.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130296.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130297.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130298.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130299.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130300.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130301.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130302.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130303.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130304.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130305.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130306.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130307.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130308.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2012 P1130309.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7536.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7537.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7538.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7539.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7540.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7541.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7542.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7543.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7544.JPG","opus incertum","opus latericium / opus testaceum","opus vittatum",,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7545.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7546.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7547.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7548.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7549.JPG","opus incertum","opus vittatum mixtum","opus quadratum",,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7550.JPG","opus incertum","opus quadratum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7551.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7552.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7553.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7554.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7555.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7556.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7557.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7558.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7559.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7560.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7561.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7562.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7563.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7564.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7565.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7566.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7567.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7568.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7569.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7570.JPG","opus incertum","opus vittatum mixtum","opus latericium / opus testaceum",,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7571.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7572.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7573.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7575.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7576.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7577.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7580.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7581.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7582.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7583.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7584.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7585.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7586.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7587.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7588.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7589.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7590.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7591.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7592.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7593.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7594.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7595.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7596.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7597.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7598.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7599.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7600.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7601.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7602.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7603.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7604.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7605.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7606.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7607.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7608.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7609.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7610.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7611.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7612.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7613.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7614.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7615.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7616.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7617.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7618.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7619.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7620.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7621.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7622.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7623.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7624.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7625.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7626.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7627.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7628.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7629.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7630.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7631.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7632.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7633.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7634.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7635.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7636.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7637.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7638.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7639.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7640.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7641.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7642.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7643.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7644.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7645.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7646.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7647.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7648.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7649.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7650.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7651.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7652.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7653.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7654.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7655.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7656.JPG","opus vittatum","opus incertum",,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7657.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7658.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7659.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7660.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7661.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7662.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7663.JPG","opus incertum","opus vittatum mixtum","opus vittatum",,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7664.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7665.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7666.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7667.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7668.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7669.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7670.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7671.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7672.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7673.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7674.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7675.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20303 May 2016 DSCN7676.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130253.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130254.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130255.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130256.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130257.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130258.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130259.JPG","opus vittatum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130260.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130261.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130262.JPG","opus latericium / opus testaceum",,,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130263.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130264.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130265.JPG","opus incertum","opus latericium / opus testaceum","opus vittatum",,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130266.JPG","opus incertum","opus latericium / opus testaceum","opus vittatum",,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130267.JPG","opus latericium / opus testaceum","opus incertum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130268.JPG","opus vittatum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130269.JPG","opus latericium / opus testaceum","opus incertum",,,,
"pompeiiinpictures Ferebee 20403 May 2012 P1130270.JPG","opus latericium / opus testaceum","opus incertum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7413.JPG","opus vittatum","opus incertum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7414.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7415.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7416.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7417.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7418.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7419.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7420.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7421.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7422.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7423.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7424.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7425.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7426.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7427.JPG","opus incertum","opus vittatum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7428.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7429.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7430.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7431.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7432.JPG","opus incertum","opus latericium / opus testaceum","opus vittatum",,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7433.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7434.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7435.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7436.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7437.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7438.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7439.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7440.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7441.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7442.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7443.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7445.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7446.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7447.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7448.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7449.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7450.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7451.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7452.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7453.JPG","opus vittatum mixtum","opus incertum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7454.JPG","opus vittatum mixtum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7455.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7456.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7457.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7458.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7459.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7460.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7461.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7462.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7463.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7464.JPG","opus incertum","opus vittatum mixtum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7465.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7466.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7467.JPG","opus incertum","opus latericium / opus testaceum","opus vittatum",,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7468.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7469.JPG","opus incertum","opus latericium / opus testaceum",,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7470.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7471.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7472.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7473.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7474.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7475.JPG","opus vittatum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7476.JPG","No visible ConType",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7477.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7478.JPG","opus incertum",,,,,
"pompeiiinpictures Ferebee 20403 May 2016 DSCN7479.JPG","opus incertum",,,,,
